Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0092,8/17/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple surfaces contain food debris. Clean surfaces throughout food preparation.
12FOOD-0018,12/27/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall under the bar sink is soiled. Routinely clean the walls.
15FOOD-0003,12/4/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,missing
18FOOD-0017,7/5/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There are no paper towels to the basement hand sink. Provide a supply of paper towels at each hand sink.
09FOOD-0029,6/12/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",A knife is being stored between cooler tops. Store the knife in a clean location.
09FOOD-0247,3/12/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Storage container for ice scoop is soiled and contains water. Clean storage container.
17FOOD-0007,10/11/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. a Food Manager must be on site during all hours of food preparation. Have manager obtain certification.
09FOOD-0202,9/21/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floors under the shelving in the walk in cooler and walk in freezer are soiled. Routinely clean the floors. The floor drain under the 3 compartment sink is soiled. Routinely clean the floor drain. The floor under the shelving across from the walk in freezer is soiled. Routinely clean the floors. The floor under the front sinks is soiled. Routinely clean the floors. The floors under the table and shelving next to the walk in cooler are soiled. Routinely clean the floors.
17FOOD-0045,4/5/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",A rag is holding the drain pipe in place for the dipper well. Remove the rag. The shelf under the cooler prep table is deteriorating. Replace the shelf. Cracks and crevices are present on countertops. Seal any crack with caulk/sealant.
14FOOD-0039,9/10/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drain to the 3 compartment sink is soiled. Routinely clean the floor drain. The floor along the baseboard under the prep equipment is soiled. Routinely clean the floor.
15FOOD-0029,4/11/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The interior of the ice scoop holder in the basement is soiled. Clean the holder.
14FOOD-0016,5/2/18,(2) FOOD: Original Container; properly labeled.,MSG was found stored in a canola oil container. The canola container is single use only. Do not use as a storage container. Provide a clear and accurate label for the MSG.
12FOOD-0041,11/20/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.Refried beans cooked the previous day were found in the cooler holding 78-101F.  Beans were discarded. Beans must be rapidly cooled from 135F to 41F within 6 hours. Beans are very thick and must be divided into shallow pans to cool quickly.
09FOOD-0357,10/29/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / Iodineobserved wiping cloths on cutting boards.  please store wiping cloths in sanitizer to prevent pathogen growth
09FOOD-0170,5/31/18,(2) FOOD: Original Container; properly labeled.,Various containers of food are not labeled. Any product out of its original container must be labeled.
15FOOD-0005,7/27/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The sushi display cooler does not have a thermometer. The chicken hot hold island does not have a thermometer. Place a thermometer in each hot and cold holding unit.
09FOOD-0029,6/12/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floor under the sushi cooler is soiled. Routinely clean all floor.
14FOOD-0026,3/7/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Grease splatter found on wall in basement. Clean.
16FOOD-0012,3/22/18,"(29) PLUMBING: Installed, maintained",A hand wash sink has a leaky faucet. Repair for pest prevention.
09FOOD-0066,8/31/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line coolers is soiled. The floor under the cook line equipment is soiled. The floor under the dish machine is soiled. Sweep and mop the floors everyday. The baseboard on the cook line is damaged. The baseboard under the dish machine is damaged. The floor grout in the kitchen is damaged. Repair all damaged floor tiles and baseboard.
09FOOD-0020,8/27/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The baseboard is damaged near dry storage room. Repair the damage.
12FOOD-0049,7/26/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Hood located above the grill and fryer has dust buildup. Have hood cleaned.
09FOOD-0392,4/24/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",The paper towel dispenser near the 3 compartment sink is in disrepair. Repair the equipment.
14FOOD-0016,5/2/18,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,2 garbage bins located next to back door do not have a lid. Provide a lid for the trash bins in order to prevent easy access to rodents.
15FOOD-0005,7/27/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The exterior of the display coolers in the deli area are soiled. Clean the equipment as needed to prevent the accumulation of food debris.
09FOOD-0163,3/22/18,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Store all the boxes of single service items in the garage on shelves that provide 6 inches of floor clearance.
12FOOD-0054,10/9/18,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",The exterior dumpsters are open. The lids must be kept closed to prevent attracting pests.
09FOOD-0247,3/12/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food storage shelf is located next to the mop sink. Move the food storage shelf to a location that is separate from the mop sink in order to avoid potential cross contamination.
09FOOD-0247,7/23/18,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,Lid of outside garbage bins were found open. Keep lids closed.
10FOOD-0009,12/6/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Cutting boards have many cuts and are stained. Replace within 90 days.
09FOOD-0073,12/3/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. The dish machine is not properly sanitizing dishes. I primed the sanitizer line but it is still not working. Contact a repair technician to repair the dish machine within 10 days.
12FOOD-0046,6/8/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The wooden shelves near the mop sink are not an approved surface and are in disrepair. Replace the shelves with approved material.
09FOOD-0073,3/14/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.The back screen door does not automatically shut because the spring is broken....remains open approximately 5 inches. Pleas adjust to automatically close.
09FOOD-0216,6/29/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found stored on shelves and counters. Store wiping cloths in a sanitizing solution between use.
15FOOD-0052,9/26/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The back storage room is overloaded with product. Organize the product on shelving units in order to properly clean the floors when needed.
09FOOD-0251,10/22/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Thermometer missing from display cooler. Provide so employees can monitor the temperature.
09FOOD-0333,12/26/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed missing thermometer in prep cooler.  Please provide and conspicuously display a secondary thermometer to monitor cooler temperatures
09FOOD-0252,7/2/18,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",observed plastic spoon at prep station used to dispense parmesan.  Please utilize food grade dispensing utensil
16FOOD-0001,10/11/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The fan covers in the walk in cooler are soiled. Clean the covers as needed.
09FOOD-0087,10/30/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken is being stored above cooked bacon in the cook line cooler. Store the raw chicken on the bottom shelf.
09FOOD-0073,7/9/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener in the basement is soiled. Routinely clean the fan opener.
09FOOD-0186,3/21/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.Label the spray bottle to the indicate the contents which was identified as grease cutter.
09FOOD-0367,3/28/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",1. Can opener is soiled. Clean and sanitize. 2. Meat slicer is broken. Remove from kitchen. Do not store food or equipment on slicer.
10FOOD-0050,8/30/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Trays located in the cooler are blocking air flow. This is not allowing bottom shelves to maintain 41F or below. Rearrange items to unblock air flow.
14FOOD-0005,11/19/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The underside of the drain boards of the 2-compartment sink is heavily soiled. Clean as needed to prevent accumulating debris.
09FOOD-0329,12/26/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths found sitting on the counter. Store wiping cloths in a sanitizing solution between use.
09FOOD-0357,10/29/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,observed ice dispenser scoop in ice.  Please store scoop in ice with handle out or in a clean container to prevent hand contamination.
